Drug1,Drug2,Cell line,CSS1,CSS2,CSS,S_HSA,S_Bliss,S_Loewe,S_ZIP,S_sum,S_max,S_mean,classs,c_sy,c_ana,c_ad
VINORELBINE,LAPATINIB,OV90,15.1316,7.8297,11.48065,5.414454186,3.829832536,-0.627714838,3.565511792,7.92485,8.33145,9.70275,additive,,,ad
VINORELBINE,LAPATINIB,OCUBM,34.3598,36.8709,35.61535,9.123058066,5.227214201,7.355199089,3.976637269,3.25765,18.15525,19.4365,additive,,,not_ad
VINORELBINE,LAPATINIB,NCIH520,11.8257,21.7741,16.7999,0.103803111,0.060635149,-12.02191232,-0.61525264,1.0614,1.4949,8.93065,additive,,,ad
VINORELBINE,LAPATINIB,NCIH460,24.8736,18.6137,21.74365,7.998900226,7.626693874,-2.255042143,9.089849184,16.80505,16.80505,19.27435,additive,,,ad
VINORELBINE,LAPATINIB,NCIH1650,23.6592,19.8268,21.743,4.675324448,2.524399383,3.216599126,11.63449697,7.6801,13.2969,14.71155,additive,,,ad
VINORELBINE,LAPATINIB,MSTO,20.7345,13.0517,16.8931,-2.090202192,-3.377299078,-3.972618939,2.72863121,9.3372,11.3404,13.11515,additive,,,ad
VINORELBINE,LAPATINIB,LOVO,33.7816,35.0893,34.43545,#N/A,#N/A,#N/A,4.287133165,3.61545,17.80595,19.02545,#N/A,,,
VINORELBINE,LAPATINIB,KPL1,16.1016,17.4584,16.78,0.770477873,0.3912839,-0.764673904,-4.296603428,4.0156,5.831,10.3978,additive,,,ad
VINORELBINE,LAPATINIB,HT144,9.2156,17.1663,13.19095,4.341522365,3.948617597,0.118550643,4.064966221,3.72615,4.53675,8.45855,additive,,,ad
VINORELBINE,LAPATINIB,ES2,24.1505,16.1477,20.1491,7.470969933,6.752244614,6.386754765,9.940087973,15.8895,15.9792,18.0193,additive,,,ad
VINORELBINE,LAPATINIB,EFM192B,35.5513,30.1591,32.8552,9.811881624,6.656996129,8.416630588,5.674337788,10.9032,17.7088,21.8792,additive,,,ad
VINORELBINE,LAPATINIB,DLD1,18.3883,16.2537,17.321,10.52740366,8.764458084,-36.11046721,15.57102493,13.472,15.0749,15.3965,additive,,,ad
VINORELBINE,LAPATINIB,COLO320DM,14.7987,12.7925,13.7956,12.82693089,12.60760997,12.31204329,14.30919548,12.1541,12.1541,12.97485,Synerg,not_sy,,
VINORELBINE,LAPATINIB,CAOV3,25.4271,31.6398,28.53345,2.209554332,0.875945841,-5.357119174,1.331292294,8.61115,11.40965,18.5723,additive,,,ad
VINORELBINE,LAPATINIB,A375,35.5321,26.2713,30.9017,13.0684115,14.53836236,-13.5071472,15.65390674,22.9564,22.9564,26.92905,additive,,,ad
VINORELBINE,LAPATINIB,A2058,29.6456,32.6568,31.1512,-0.034700398,0.008065633,-6.341344378,-0.167201712,9.6062,9.8395,20.3787,additive,,,ad
VINORELBINE,ERLOTINIB,ZR751,12.8486,17.603,15.2258,6.166988078,6.107296655,3.629725053,3.043718914,7.9182,7.9182,11.572,additive,,,ad
VINORELBINE,ERLOTINIB,UWB1289BRCA1,27.2555,29.2506,28.25305,4.836995237,1.577725622,3.286133392,-0.95751041,4.42115,15.34215,16.3371,additive,,,ad
VINORELBINE,ERLOTINIB,UWB1289,36.1249,28.8148,32.46985,9.370522652,5.323621484,7.759516669,6.707005102,13.22875,19.92185,22.8493,additive,,,ad
VINORELBINE,ERLOTINIB,UACC62,23.6566,29.343,26.4998,7.987697264,6.288461765,5.341318412,4.770356916,10.5532,14.5186,18.5265,additive,,,ad
VINORELBINE,ERLOTINIB,SW837,30.371,22.3257,26.34835,7.217168216,5.011151137,5.93565587,16.26265748,11.18925,18.67525,18.7688,additive,,,ad
VINORELBINE,ERLOTINIB,SKOV3,31.7973,28.2226,30.00995,11.52779935,8.372358613,10.08321221,8.591357281,17.89005,23.91335,23.95,additive,,,ad
VINORELBINE,ERLOTINIB,SKMES1,37.0238,33.6108,35.3173,8.401176875,7.289810613,6.618245342,5.059908699,11.9767,18.3911,23.647,additive,,,not_ad
VINORELBINE,ERLOTINIB,OVCAR3,14.9815,24.1277,19.5546,2.771252041,1.221595465,0.007925863,9.820823497,-1.7179,5.6653,8.91835,additive,,,ad
VINORELBINE,ERLOTINIB,OV90,17.7524,9.7191,13.73575,8.127162506,7.445612413,2.095852047,6.220041541,10.29215,10.58655,12.01395,additive,,,ad
VINORELBINE,ERLOTINIB,OCUBM,24.7395,31.4073,28.0734,8.177919935,7.091282461,6.076564377,6.069549013,10.0034,13.1758,19.0384,additive,,,ad
VINORELBINE,ERLOTINIB,NCIH520,18.4569,23.9056,21.18125,2.750216471,2.374444086,-9.448165531,3.055071477,5.06765,5.87625,13.12445,additive,,,ad
VINORELBINE,ERLOTINIB,NCIH460,18.7541,16.6224,17.68825,8.306696278,6.610653398,6.593331782,9.902017107,10.89565,12.74965,14.29195,additive,,,ad
VINORELBINE,ERLOTINIB,NCIH1650,26.9647,24.1368,25.55075,6.104886837,4.562531425,5.19700479,-2.929803851,5.24495,10.86175,15.39785,additive,,,ad
VINORELBINE,ERLOTINIB,MSTO,15.7857,8.0577,11.9217,-1.188428114,-2.384323429,-3.265976355,-1.568444241,-4.5773,0.9754,3.6722,additive,,,ad
VINORELBINE,ERLOTINIB,MDAMB436,26.9537,20.9306,23.94215,5.076197788,2.89384272,4.153821981,10.60563514,12.47815,16.09885,18.21015,additive,,,ad
VINORELBINE,ERLOTINIB,LOVO,36.3339,37.3568,36.84535,7.294389981,2.729591083,5.498239665,1.993775498,1.58465,18.21415,19.215,additive,,,not_ad
VINORELBINE,ERLOTINIB,KPL1,15.9776,17.0309,16.50425,0.064444429,0.229509357,-1.02068956,0.203733706,4.41785,5.55525,10.46105,additive,,,ad
VINORELBINE,ERLOTINIB,HT144,14.1843,21.0122,17.59825,6.912447516,5.255917305,5.044536478,3.121469797,6.27605,8.94405,11.93715,additive,,,ad
VINORELBINE,ERLOTINIB,ES2,18.8101,18.7893,18.7997,8.56055601,7.044710316,6.170407601,7.617649783,11.7207,14.6298,15.2602,additive,,,ad
VINORELBINE,ERLOTINIB,EFM192B,29.1403,20.9493,25.0448,9.979240777,7.885133321,6.166231788,8.187772279,15.2448,18.2392,20.1448,additive,,,ad
VINORELBINE,ERLOTINIB,DLD1,26.3055,25.2994,25.80245,13.08849477,11.55372202,11.68100411,11.66586207,18.00065,20.24675,21.90155,Synerg,sy,,
VINORELBINE,ERLOTINIB,CAOV3,27.1069,31.0158,29.06135,2.877886658,0.962025282,1.677329069,7.247000787,5.08795,11.93755,17.07465,additive,,,ad
VINORELBINE,ERLOTINIB,A2058,27.7397,30.0882,28.91395,1.089619516,0.555553828,-5.566562042,2.139849181,5.89715,7.60225,17.40555,additive,,,ad
VINORELBINE,DINACICLIB,ZR751,13.1211,21.4964,17.30875,3.977034969,2.188733147,2.125629449,-0.19884296,5.01575,10.00115,11.16225,additive,,,ad
VINORELBINE,DINACICLIB,UACC62,25.1672,32.5504,28.8588,5.010391354,2.963739285,2.565842925,3.047790886,10.6077,16.8776,19.73325,additive,,,ad
VINORELBINE,DINACICLIB,T47D,22.6676,22.0774,22.3725,5.783495356,3.132581091,4.244134475,11.58244497,13.9174,17.4277,18.14495,additive,,,ad
VINORELBINE,DINACICLIB,SW837,26.3949,18.1015,22.2482,1.026457796,-0.588736931,-1.333548117,-0.241656339,10.1247,14.7622,16.18645,additive,,,ad
VINORELBINE,DINACICLIB,SW620,26.6822,24.4095,25.54585,4.593181362,2.340940915,2.113865782,2.17104931,3.62485,13.66195,14.58535,additive,,,ad
VINORELBINE,DINACICLIB,SKMES1,21.269,21.3856,21.3273,5.952426194,4.180814974,3.144129579,4.125645014,10.5102,14.9129,15.91875,additive,,,ad
VINORELBINE,DINACICLIB,SKMEL30,36.2809,37.8659,37.0734,14.57173484,10.92693287,12.1946254,11.46024092,23.3074,29.699,30.1904,Synerg,sy,,
VINORELBINE,DINACICLIB,RPMI7951,43.1307,39.8492,41.48995,9.403309497,7.431416665,6.901503753,7.58011457,23.79265,32.43315,32.6413,additive,,,not_ad
VINORELBINE,DINACICLIB,OV90,24.0268,29.6321,26.82945,7.293691953,4.576544771,5.692825263,5.874223377,18.07675,21.22595,22.4531,additive,,,ad
VINORELBINE,DINACICLIB,NCIH520,30.9683,40.7541,35.8612,1.858380127,0.215346802,-0.861785683,0.04610573,10.808,20.5562,23.3346,additive,,,not_ad
VINORELBINE,DINACICLIB,NCIH460,18.7798,18.3203,18.55005,4.997346354,3.368817349,2.079291501,4.559701724,10.23395,13.61145,14.392,additive,,,ad
VINORELBINE,DINACICLIB,NCIH23,36.7397,40.005,38.37235,10.03715823,6.087580058,7.477158207,7.445237848,22.36115,29.96655,30.36675,additive,,,not_ad
VINORELBINE,DINACICLIB,NCIH1650,25.2519,24.3305,24.7912,4.561456498,2.902501246,2.012024142,4.230201164,14.3075,19.1744,19.54935,additive,,,ad
VINORELBINE,DINACICLIB,MSTO,29.9944,26.3386,28.1665,8.977676221,7.447989468,5.72224022,7.714568041,18.298,22.6138,23.23225,additive,,,ad
VINORELBINE,DINACICLIB,LNCAP,39.9546,41.4941,40.72435,7.095999034,5.219437999,4.638514753,6.226973244,24.07835,31.90065,32.40135,additive,,,not_ad
VINORELBINE,DINACICLIB,EFM192B,34.9731,32.2018,33.58745,6.657517925,4.694267739,4.016043216,5.008201208,19.58015,26.38575,26.5838,additive,,,ad
VINORELBINE,DINACICLIB,DLD1,18.9621,28.6655,23.8138,5.998455069,4.689885919,2.64358373,5.454207846,16.078,18.3241,19.9459,additive,,,ad
VINORELBINE,DINACICLIB,COLO320DM,12.2963,18.0857,15.191,5.428834668,5.264584442,1.094707776,3.736070656,10.1177,10.1177,12.65435,additive,,,ad
VINORELBINE,DINACICLIB,CAOV3,30.6592,37.1164,33.8878,2.04187435,-0.322944909,-0.540106324,0.061732646,8.6797,16.764,21.28375,additive,,,ad
VINORELBINE,DINACICLIB,A375,11.8271,12.7742,12.30065,-21.41531231,-23.21505051,-23.70837551,-13.11846546,-2.85445,4.35535,4.7231,antag,,not_ana,
VINORELBINE,DINACICLIB,A2780,44.8682,46.3938,45.631,15.50401361,11.27271689,13.05750136,13.18944826,28.6304,36.5844,37.1307,Synerg,sy,,
VINORELBINE,DINACICLIB,A2058,36.3307,43.3937,39.8622,1.570135075,0.230738412,-1.340887109,0.339180655,11.3343,18.5505,25.59825,additive,,,not_ad
VINORELBINE,DASATINIB,UWB1289BRCA1,36.2072,36.9934,36.6003,1.870065086,-0.582839642,0.502518466,-2.332875392,2.7382,13.6592,19.66925,additive,,,not_ad
VINORELBINE,DASATINIB,UWB1289,41.776,37.8547,39.81535,6.345092258,4.858989601,5.273016211,9.782941299,7.99905,14.69215,23.9072,additive,,,not_ad
VINORELBINE,DASATINIB,UACC62,7.1065,14.7613,10.9339,-5.380513226,-5.495468059,-13.62471679,0.025694911,-1.8504,-1.0473,4.54175,additive,,,ad
VINORELBINE,DASATINIB,T47D,29.8733,20.4903,25.1818,7.59259384,5.128378386,5.172938897,23.83562196,14.7277,19.6725,19.95475,additive,,,ad
VINORELBINE,DASATINIB,SW837,30.1822,25.2218,27.702,3.472307949,1.371362442,2.394696456,-0.212487717,6.7144,14.2004,17.2082,additive,,,ad
VINORELBINE,DASATINIB,SKOV3,36.9945,34.3879,35.6912,7.803485042,6.212815355,7.260603924,10.91624777,5.7306,11.8272,20.7109,additive,,,not_ad
VINORELBINE,DASATINIB,SKMES1,30.1427,22.5184,26.33055,3.939583593,2.276770388,1.362992848,2.443439583,6.20235,12.61675,16.26645,additive,,,ad
VINORELBINE,DASATINIB,RPMI7951,42.3908,36.2948,39.3428,11.97646529,7.952654952,11.01837065,9.097820969,9.1397,17.7802,24.24125,additive,,,not_ad
VINORELBINE,DASATINIB,PA1,36.985,40.9267,38.95585,3.294406485,3.406604033,0.925055117,1.727526991,-1.68255,15.52455,18.63665,additive,,,not_ad
VINORELBINE,DASATINIB,OVCAR3,30.3144,36.0173,33.16585,0.768686156,0.261763111,-1.397886162,-0.65029983,-1.53735,12.35195,15.81425,additive,,,ad
VINORELBINE,DASATINIB,OV90,22.756,14.3574,18.5567,7.076189866,4.552551033,6.037869126,2.799402771,7.7617,10.9109,13.1592,additive,,,ad
VINORELBINE,DASATINIB,NCIH520,33.5939,36.7163,35.1551,3.004469664,0.484652599,-0.237789405,-1.909345515,-5.1655,10.1395,14.9948,additive,,,not_ad
VINORELBINE,DASATINIB,NCIH460,16.3577,12.1036,14.23065,4.749796416,3.940537167,-5.106222295,3.666275599,9.29205,9.29205,11.76135,additive,,,ad
VINORELBINE,DASATINIB,NCIH1650,34.2643,30.707,32.48565,6.132009005,5.672046643,5.703108826,6.644902523,3.03995,8.65675,17.7628,additive,,,ad
VINORELBINE,DASATINIB,MSTO,39.7733,41.5921,40.6827,19.31446363,19.40681913,13.17657103,16.93850658,17.8106,23.3633,29.24665,Synerg,sy,,
VINORELBINE,DASATINIB,MDAMB436,23.7806,16.1682,19.9744,2.92837194,1.375373256,-1.77234045,3.750832096,9.4013,12.1311,14.68785,additive,,,ad
VINORELBINE,DASATINIB,LOVO,37.1774,38.158,37.6677,7.74697004,3.276378344,4.492437829,1.965988828,-0.5088,16.1207,18.57945,additive,,,not_ad
VINORELBINE,DASATINIB,KPL1,16.6284,19.6216,18.125,2.023128674,1.92785305,-3.149974404,1.107219768,6.1406,7.176,12.1328,additive,,,ad
VINORELBINE,DASATINIB,ES2,11.8739,11.3426,11.60825,5.106780349,4.27869307,3.827182323,2.523861653,6.97415,7.43835,9.2912,additive,,,ad
VINORELBINE,DASATINIB,DLD1,15.4831,18.4347,16.9589,7.511804261,5.178183611,5.931011856,5.581648542,9.4904,11.7365,13.22465,additive,,,ad
VINORELBINE,DASATINIB,COLO320DM,0,0.5759,0.28795,-8.041583928,-8.200321861,-8.362387654,-4.142488142,0.28795,0.28795,0.28795,additive,,,ad
VINORELBINE,DASATINIB,CAOV3,30.9837,34.4551,32.7194,2.678921377,-0.209249855,1.296799538,-1.377362709,-2.9985,14.1253,14.86045,additive,,,ad
VINORELBINE,DASATINIB,A427,27.0709,32.8248,29.94785,6.028701327,3.288189016,2.56054639,2.873869605,-1.77165,13.13065,14.0881,additive,,,ad
VINORELBINE,DASATINIB,A375,33.4407,25.4271,29.4339,12.20012264,9.206836777,9.230490261,14.97572161,18.5453,21.4886,23.9896,additive,,,ad
VINORELBINE,DASATINIB,A2780,40.1838,36.4447,38.31425,19.69527916,16.43838354,9.608000556,23.16824779,22.22685,29.26765,30.27055,additive,,,not_ad
VINORELBINE,DASATINIB,A2058,29.9291,33.4342,31.68165,-1.817786844,-2.446483704,-14.52044708,-1.577345767,3.66365,10.36995,17.67265,additive,,,ad
VINORELBINE,BORTEZOMIB,VCAP,24.9808,18.9769,21.97885,0.513041247,-1.068051389,-2.070784697,0.468390453,-5.66955,7.94585,8.15465,additive,,,ad
VINORELBINE,BORTEZOMIB,T47D,28.0855,27.9766,28.03105,0.921119661,-0.951465875,-3.408145941,5.885011022,14.39115,19.33595,21.2111,additive,,,ad
VINORELBINE,BORTEZOMIB,SKOV3,30.0088,33.1715,31.59015,7.344845735,3.861044681,5.281648282,5.109779335,17.36435,23.46095,24.47725,additive,,,ad
VINORELBINE,BORTEZOMIB,PA1,27.1867,27.4155,27.3011,-0.44377079,-1.447630162,-3.246153085,-0.566219672,-6.8782,10.094,10.21145,additive,,,ad
VINORELBINE,BORTEZOMIB,OVCAR3,23.3362,20.7584,22.0473,0.089609468,-1.206073023,-2.789787744,-0.106412269,-7.1426,6.7467,7.45235,additive,,,ad
VINORELBINE,BORTEZOMIB,OCUBM,26.961,23.9345,25.44775,0.395834209,-0.708325012,-2.614134728,-0.304648877,-4.90855,9.98905,10.2696,additive,,,ad
VINORELBINE,BORTEZOMIB,NCIH520,28.1296,25.7977,26.96365,0.078290823,-1.500552483,-2.72620803,-1.11588859,-3.87005,11.43495,11.5468,additive,,,ad
VINORELBINE,BORTEZOMIB,NCIH460,18.5331,25.2824,21.90775,-0.388607804,-1.493438663,-2.741013192,1.411072401,8.80935,13.74795,15.35855,additive,,,ad
VINORELBINE,BORTEZOMIB,NCIH23,0,0,0,-32.39914263,-36.47489748,-34.51968517,-14.17888423,-17.7186,-9.3128,-8.8593,antag,,ana,
VINORELBINE,BORTEZOMIB,NCIH1650,35.0208,27.4385,31.22965,0.310834173,-1.193538572,-2.407595196,-0.554880731,6.63815,12.25495,18.9339,additive,,,ad
VINORELBINE,BORTEZOMIB,MDAMB436,37.7201,45.2884,41.50425,10.23942016,7.642161953,8.138772115,9.6294802,24.70705,32.55035,33.10565,additive,,,not_ad
VINORELBINE,BORTEZOMIB,LNCAP,40.978,39.7241,40.35105,14.16927123,9.782195545,12.2344553,12.03741729,22.15845,30.98215,31.25475,additive,,,not_ad
VINORELBINE,BORTEZOMIB,KPL1,21.0622,26.669,23.8656,1.355011341,-0.932787445,-0.178231709,-4.698808991,6.6338,12.9166,15.2497,additive,,,ad
VINORELBINE,BORTEZOMIB,HT29,24.4415,23.7814,24.11145,0.085417879,-1.260975447,-2.674547392,-0.334764609,-6.24785,8.87485,8.9318,additive,,,ad
VINORELBINE,BORTEZOMIB,ES2,14.7679,23.5487,19.1583,-0.503133241,-1.646695584,-2.60080265,-0.571495111,6.6122,10.7821,12.88525,additive,,,ad
VINORELBINE,BORTEZOMIB,EFM192B,27.5688,30.171,28.8699,4.514800009,0.874051874,2.46777406,4.155539109,15.0116,21.8172,21.94075,additive,,,ad
VINORELBINE,BORTEZOMIB,CAOV3,32.2772,27.7191,29.99815,-0.27572318,-1.326614919,-3.800447814,-0.689543736,-3.39535,12.87435,13.3014,additive,,,ad
VINORELBINE,BORTEZOMIB,A375,37.341,41.1081,39.22455,5.090625946,3.741522931,3.289392992,5.928514044,21.60665,29.55195,30.4156,additive,,,not_ad
VINORELBINE,BEZ-235,ZR751,26.164,24.5668,25.3654,8.70853052,5.312016611,7.603709202,11.22806766,3.887,11.1946,14.6262,additive,,,ad
VINORELBINE,BEZ-235,SW837,28.6845,31.4423,30.0634,5.310535243,2.775583,3.670951565,3.025476715,15.9694,22.5774,23.0164,additive,,,ad
VINORELBINE,BEZ-235,SKMES1,33.9099,32.8052,33.35755,6.92840035,5.105701906,5.090797393,5.274630822,18.88965,25.30405,26.1236,additive,,,ad
VINORELBINE,BEZ-235,SKMEL30,36.4447,35.8125,36.1286,14.011233,10.50191022,12.47034709,11.2685628,23.6009,29.737,29.86475,Synerg,sy,,
VINORELBINE,BEZ-235,RPMI7951,41.8124,33.6323,37.72235,12.64089203,8.837144918,10.6814768,8.8056683,16.41095,25.05145,27.06665,additive,,,not_ad
VINORELBINE,BEZ-235,RKO,23.5828,29.731,26.6569,3.045257234,1.032542603,0.170541946,1.569563252,0.8269,11.7119,13.7419,additive,,,ad
VINORELBINE,BEZ-235,PA1,24.6121,30.3897,27.5009,1.971900055,0.765896825,-1.032469944,0.803945948,-1.9902,10.2938,12.75535,additive,,,ad
VINORELBINE,BEZ-235,OVCAR3,18.7346,23.2201,20.97735,1.913637672,-0.232690818,0.109783954,1.131848721,-3.27785,7.08805,8.84975,additive,,,ad
VINORELBINE,BEZ-235,OV90,32.6061,23.6949,28.1505,7.775122572,5.942656011,6.409698531,5.445014746,13.4184,16.5676,20.78445,additive,,,ad
VINORELBINE,BEZ-235,OCUBM,33.615,34.6231,34.11905,7.120806715,4.103863375,4.946841718,3.1636206,3.96735,18.86495,19.0432,additive,,,ad
VINORELBINE,BEZ-235,NCIH520,33.6514,34.2005,33.92595,4.659063875,1.388790177,2.113074908,1.338181221,3.95995,18.62095,18.94295,additive,,,ad
VINORELBINE,BEZ-235,NCIH460,31.2486,28.0745,29.66155,6.591563033,5.240725879,4.495439609,8.89637534,19.53785,24.47645,24.5997,additive,,,ad
VINORELBINE,BEZ-235,NCIH23,0,0,0,-31.83543271,-35.73813174,-33.41575223,-13.39219336,-16.4579,-8.4058,-8.22895,antag,,ana,
VINORELBINE,BEZ-235,MSTO,36.9073,28.1621,32.5347,11.01952129,8.99777292,8.891340223,8.487574109,15.1441,20.6968,23.8394,additive,,,ad
VINORELBINE,BEZ-235,MDAMB436,32.4878,24.695,28.5914,5.643969619,3.774334591,4.31207513,2.296886281,10.3015,18.1448,19.44645,additive,,,ad
VINORELBINE,BEZ-235,LOVO,34.4516,34.9614,34.7065,4.022833021,-0.508676279,2.271515293,-0.925867549,-2.263,14.3665,16.22175,additive,,,ad
VINORELBINE,BEZ-235,LNCAP,42.2573,33.3441,37.8007,10.57965502,6.891694747,8.649109501,6.839197139,14.0935,22.9172,25.9471,additive,,,not_ad
VINORELBINE,BEZ-235,KPL1,31.9347,29.656,30.79535,5.8433163,2.531007122,4.377210903,0.880423246,5.71255,16.66155,18.25395,additive,,,ad
VINORELBINE,BEZ-235,HT29,18.874,27.2102,23.0421,2.61460596,1.291573138,-0.194062328,2.309605309,-1.2343,7.8055,10.9039,additive,,,ad
VINORELBINE,BEZ-235,ES2,29.5817,35.223,32.40235,9.024178423,7.48715091,7.292791335,8.948081311,20.81165,24.98155,26.607,additive,,,ad
VINORELBINE,BEZ-235,DLD1,28.4091,21.7899,25.0995,4.92009014,4.176894984,3.34584918,4.511434501,10.3758,12.6219,17.73765,additive,,,ad
VINORELBINE,BEZ-235,CAOV3,25.455,27.9792,26.7171,-0.906515224,-3.538618402,-2.988815711,-3.092399331,-0.1401,9.5933,13.2885,additive,,,ad
VINORELBINE,BEZ-235,A427,18.4064,22.8702,20.6383,0.883385149,-1.937416658,-2.505222769,1.622643105,-3.4634,5.736,8.58745,additive,,,ad
VINORELBINE,BEZ-235,A375,41.1955,40.2996,40.74755,15.55670269,11.0642917,13.85693293,12.75885088,24.40115,32.34645,32.57435,Synerg,sy,,
VINORELBINE,BEZ-235,A2780,44.9216,38.3587,41.64015,12.31555606,9.740197117,10.24575674,9.748512972,16.97185,26.01845,29.306,additive,,,not_ad
VINORELBINE,BEZ-235,A2058,37.0305,38.5949,37.8127,1.914917455,0.125611133,-0.22015805,0.079085214,2.4623,16.501,20.1375,additive,,,not_ad
VINORELBINE,AZD1775,ZR751,2.9047,10.6562,6.78045,-1.985146154,-7.231098577,-4.165484803,7.653209947,-4.37705,-0.52715,1.2017,additive,,,ad
VINORELBINE,AZD1775,UWB1289BRCA1,33.5116,32.8582,33.1849,11.60511226,8.768960965,9.810414001,7.900148335,13.6923,22.2639,23.4386,additive,,,ad
VINORELBINE,AZD1775,UWB1289,39.7633,33.1124,36.43785,5.462032906,2.990040233,3.72608331,8.66340082,17.45975,24.15285,26.9488,additive,,,not_ad
VINORELBINE,AZD1775,UACC62,16.6857,25.7338,21.20975,-1.164708978,-3.059294874,-4.306058159,-4.309386182,6.65495,9.22855,13.93235,additive,,,ad
VINORELBINE,AZD1775,SW837,23.948,24.0452,23.9966,3.759170088,1.67535957,1.37749906,0.811224923,13.9779,16.5106,18.98725,additive,,,ad
VINORELBINE,AZD1775,SKOV3,29.9963,28.5486,29.27245,10.73003078,8.009624889,8.529964379,8.945184671,20.73525,23.17585,25.00385,additive,,,ad
VINORELBINE,AZD1775,SKMES1,25.9117,35.3025,30.6071,2.93475118,0.965052001,-0.34290677,1.480995823,17.8687,24.1927,24.2379,additive,,,ad
VINORELBINE,AZD1775,SKMEL30,31.7941,26.9842,29.38915,9.327149257,6.824057075,6.825223782,8.719070138,20.27985,22.99755,24.8345,additive,,,ad
VINORELBINE,AZD1775,RPMI7951,38.4904,31.071,34.7807,11.61797205,8.933471209,7.226097722,9.413374271,23.5418,26.1402,29.16125,additive,,,ad
VINORELBINE,AZD1775,OV90,15.3482,12.0949,13.72155,4.675727405,2.247755459,3.02621175,7.435290007,9.21965,10.57235,11.4706,additive,,,ad
VINORELBINE,AZD1775,OCUBM,23.0441,32.9964,28.02025,5.830450326,3.439564976,2.563652309,12.07527028,10.01865,13.12265,19.01945,additive,,,ad
VINORELBINE,AZD1775,NCIH520,19.9712,29.686,24.8286,3.528803849,2.104026156,-0.49700495,7.457114407,8.1818,9.5236,16.5052,additive,,,ad
VINORELBINE,AZD1775,NCIH460,15.1611,11.0479,13.1045,4.176189228,3.421801375,-6.120243617,1.55087742,8.0812,8.1659,10.59285,additive,,,ad
VINORELBINE,AZD1775,NCIH23,39.2134,42.1472,40.6803,16.93971459,13.03866774,14.22179246,13.68867361,21.06,29.4658,30.87015,Synerg,sy,,
VINORELBINE,AZD1775,NCIH1650,20.4812,19.8929,20.18705,1.958347981,-0.788563122,-0.345898177,-1.927113695,4.48775,10.10455,12.3374,additive,,,ad
VINORELBINE,AZD1775,MSTO,18.2933,22.0286,20.16095,-1.428911377,-3.533632497,-4.656384381,1.947081276,11.46945,14.60825,15.8152,additive,,,ad
VINORELBINE,AZD1775,MDAMB436,25.9135,21.6209,23.7672,2.290462793,-0.039463843,-0.222746625,5.944398948,13.5234,15.9239,18.6453,additive,,,ad
VINORELBINE,AZD1775,LOVO,34.2852,40.1983,37.24175,9.98205898,6.433067019,7.732312449,6.737022151,8.66435,20.61225,22.95305,additive,,,not_ad
VINORELBINE,AZD1775,KPL1,20.1836,24.0071,22.09535,2.354294819,0.557886857,0.084797588,6.337825565,8.83115,11.14635,15.46325,additive,,,ad
VINORELBINE,AZD1775,HT144,11,19.0046,15.0023,3.269571752,1.633215464,-1.506444293,4.149602595,4.9226,6.3481,9.96245,additive,,,ad
VINORELBINE,AZD1775,ES2,18.0703,24.376,21.22315,5.485075432,3.722188857,2.613873238,5.524136172,5.68535,9.85525,13.45425,additive,,,ad
VINORELBINE,AZD1775,EFM192B,29.3889,20.3192,24.85405,7.217124819,4.172721436,4.629288168,#N/A,9.64655,16.45215,17.2503,#N/A,,,
VINORELBINE,AZD1775,DLD1,11.8662,16.1748,14.0205,4.65070953,3.449427181,-48.08350872,-0.530986346,10.2509,11.7744,12.1357,additive,,,ad
VINORELBINE,AZD1775,COLO320DM,12.4475,20.9797,16.7136,5.56853472,5.380170651,4.66685256,6.134062634,5.4153,5.4153,11.06445,additive,,,ad
VINORELBINE,AZD1775,CAOV3,33.5954,34.5139,34.05465,3.757665215,0.653549349,0.743886696,0.321148182,2.31195,16.93085,18.1833,additive,,,ad
VINORELBINE,AZD1775,A375,31.5125,28.7484,30.13045,6.020452489,2.398983382,3.315589161,4.551484095,11.03725,18.98255,20.58385,additive,,,ad
VINORELBINE,AZD1775,A2780,42.8435,34.0683,38.4559,14.13376179,11.30618724,9.5012584,11.28217927,26.3019,29.4093,32.3789,additive,,,not_ad
VINORELBINE,AZD1775,A2058,36.0936,42.1806,39.1371,-1.146341927,-2.421871214,-4.78921044,0.191649088,4.9555,17.8254,22.0463,additive,,,not_ad
VINORELBINE,ABT-888,UWB1289,30.3198,20.8848,25.6023,10.70334765,10.77124735,-6.95079419,10.71860319,18.9092,18.9092,22.25575,additive,,,ad
VINORELBINE,ABT-888,UACC62,11.5034,18.4512,14.9773,-0.006149735,2.165454164,#N/A,2.428454427,2.9961,2.9961,8.9867,#N/A,,,
VINORELBINE,ABT-888,SW837,13.8778,9.6104,11.7441,-6.59536401,-7.213470815,-9.864597898,-1.088614502,4.2563,4.2581,8.0002,additive,,,ad
VINORELBINE,ABT-888,SKMES1,17.1195,11.9638,14.54165,5.029052968,4.786267973,-4.848406303,3.686711574,8.12725,8.12725,11.33445,additive,,,ad
VINORELBINE,ABT-888,OV90,11.7715,8.1927,9.9821,3.194869859,4.062769753,-17.13094813,2.263011413,6.8329,6.8329,8.4075,additive,,,ad
VINORELBINE,ABT-888,NCIH460,7.328,9.5059,8.41695,0.119261934,-0.454354882,-10.08743031,1.03988386,3.47835,3.47835,5.94765,additive,,,ad
